date,company_id,revenue,expenses,cash_inflow,cash_outflow,cash_balance,outstanding_invoices,profit
2026-04-10,2,14481.59,38173.37,19214.99,46798.84,97408.75,12477.11,-23691.78
2023-07-31,27,28410.32,38091.35,47692.43,37543.26,15562.53,10067.91,-9681.03
2021-12-03,4,18635.4,26094.55,13441.93,20436.69,23262.62,19088.54,-7459.15
2025-12-03,26,17281.92,28637.94,44083.09,31417.65,67267.91,1012.72,-11356.02
2019-05-14,34,31222.28,11634.72,16059.59,24144.6,91528.58,9807.74,19587.56
2026-05-20,33,43640.91,8148.38,19266.17,30557.51,24702.98,10368.36,35492.53
2024-12-03,23,13470.15,19965.73,16221.03,12079.41,58436.24,2368.42,-6495.58
2022-10-25,3,23807.19,29457.62,17590.09,41971.04,75895.36,7701.17,-5650.43
2019-05-07,36,12441.38,14881.4,48611.09,28307.85,27754.63,7644.48,-2440.02
2025-02-13,26,14404.28,31113.13,37800.34,18412.8,68264.56,1872.69,-16708.85
2024-06-28,38,13178.66,30880.71,39308.73,45450.17,27284.21,12002.61,-17702.05
2020-09-28,31,40559.93,19882.23,22443.98,19481.93,38295.01,19939.86,20677.7
2018-10-22,34,45618.76,29371.01,13274.71,36068.08,90373.38,16273.14,16247.75
2025-09-12,8,10712.7,9091.71,40834.86,9964.03,61435.41,883.65,1620.99
2026-08-19,12,36571.14,13145.08,48579.18,40837.95,51027.03,8861.38,23426.06
2020-06-23,40,32128.26,34610.61,25621.38,38088.21,10518.53,14896.08,-2482.35
2021-12-26,2,33992.71,16690.57,25405.75,26808.43,82368.57,10188.5,17302.14
2024-09-12,34,30731.64,21417.21,36648.54,42747.96,40502.0,3002.85,9314.43
2022-10-25,37,10857.18,25639.5,43632.75,21038.79,81447.49,18768.19,-14782.32
2023-08-10,1,43035.59,15487.17,19205.74,18268.1,65577.45,18923.93,27548.42
2019-09-11,13,35237.92,8169.73,20758.33,10588.02,34487.78,3317.08,27068.19
2022-07-05,6,39228.66,21016.27,18158.62,12275.69,48551.64,4552.04,18212.39
2025-06-29,23,16509.58,22690.99,33209.57,11320.06,45969.06,6405.83,-6181.41
2023-02-16,34,46634.62,26334.54,10179.35,30982.61,60126.4,18974.17,20300.08
2024-03-15,38,16012.84,24911.8,23481.44,12911.89,40930.6,11684.34,-8898.96
2020-05-01,19,41734.35,32524.52,44742.71,38504.66,12904.85,1351.81,9209.83
2026-05-16,25,37154.23,27607.38,11927.68,36732.99,30824.08,6795.21,9546.85
2025-07-16,22,21180.3,35969.45,29686.78,19176.77,26085.03,18511.89,-14789.15
2021-05-22,23,44903.46,10750.72,36204.53,49911.92,31463.78,9962.76,34152.74
2018-08-23,26,39299.36,36114.48,49350.03,15705.22,44418.96,924.79,3184.88
2024-11-29,24,47294.11,34490.4,45911.21,44814.71,73410.21,16001.73,12803.71
2018-02-23,32,37876.53,19646.42,22876.28,20374.95,74518.07,5299.35,18230.11
2020-12-24,27,36491.61,33988.76,32033.77,43843.77,78835.29,14310.82,2502.85
2019-07-22,30,48552.95,21314.66,30714.34,19623.39,17601.68,2174.51,27238.29
2022-02-05,18,28096.09,26724.3,34473.77,22325.46,99284.72,14820.27,1371.79
2018-09-19,19,15685.28,32291.92,41620.43,30894.21,33412.23,5336.22,-16606.64
2018-12-11,25,28841.64,19244.16,10754.68,23531.04,36452.79,10864.32,9597.48
2022-04-14,36,45107.95,36146.68,48097.27,15096.45,54554.51,5325.31,8961.27
2021-11-08,17,30194.82,38120.48,18828.99,42981.09,12510.2,11465.93,-7925.66
2021-09-17,28,25700.38,16188.82,47559.96,40007.91,99589.59,12538.82,9511.56
2024-05-22,2,42167.07,26489.06,37339.41,17173.96,46436.99,9144.51,15678.01
2020-03-14,6,35640.96,18988.33,49662.83,41581.53,55509.54,1779.71,16652.63
2020-02-28,18,25643.62,27809.7,18091.03,17314.66,34661.53,1257.87,-2166.08
2026-02-08,19,37352.26,18595.55,10986.81,34358.59,69635.18,10032.9,18756.71
2019-06-03,6,25124.83,13052.49,19892.13,26165.83,77326.02,13510.13,12072.34
2022-11-12,25,39037.63,14437.56,29075.27,41054.91,76778.84,11494.93,24600.07
2026-09-01,23,33818.75,33258.32,23319.8,25266.26,48288.1,122.16,560.43
2026-04-21,1,43717.68,20480.36,45232.56,30714.07,23162.56,1690.79,23237.32
2020-11-22,9,13747.97,37204.67,15695.37,17656.6,25980.96,14528.87,-23456.7
2023-01-13,6,22392.39,39272.54,49550.85,28924.7,49148.52,9211.38,-16880.15
2022-10-20,34,14463.98,8392.61,33617.46,37534.24,16093.15,19459.74,6071.37
2021-10-27,32,47177.38,35322.33,45922.4,36216.57,97329.55,12722.84,11855.05
2018-09-25,5,46022.75,30260.3,20307.66,40887.12,86545.84,8280.57,15762.45
2019-06-16,36,26612.02,13257.84,32203.52,42459.56,53604.83,2910.36,13354.18
2025-11-22,27,24591.74,31167.93,45785.11,34111.71,82189.17,5.7,-6576.19
2022-06-23,35,48495.89,18505.19,12686.21,27869.25,57822.83,8735.49,29990.7
